Category;Code;DE_Original;EN_Original
Identical DE/EN;09.11.1002;mm/min;mm/min
Identical DE/EN;09.11.1007;cm/min;cm/min
Identical DE/EN;09.11.1011;m/min;m/min
Identical DE/EN;09.11.1016;g/L*s;g/L*s
Identical DE/EN;09.11.1017;mol/L*s;mol/L*s
Identical DE/EN;09.12.1002;mg/min;mg/min
Identical DE/EN;09.12.1005;g/min;g/min
Identical DE/EN;09.12.1011;t/min;t/min
Identical DE/EN;09.13.2000;mL/min;mL/min
Identical DE/EN;09.13.4000;cm³/s;cm³/s
Identical DE/EN;09.13.5000;cm³/min;cm³/min
Identical DE/EN;09.13.6000;cm³/h;cm³/h
Identical DE/EN;09.13.9000;m³/min;m³/min
Identical DE/EN;09.14.1008;J/mol;J/mol
Identical DE/EN;09.14.1010;kJ/mol;kJ/mol
Identical DE/EN;09.14.1011;kJ/kg;kJ/kg
Identical DE/EN;09.14.1012;cal/mol;cal/mol
Identical DE/EN;09.14.1013;cal/kg;cal/kg
Identical DE/EN;09.14.1014;kcal/mol;kcal/mol
Identical DE/EN;09.14.1015;kcal/kg;kcal/kg
Identical DE/EN;09.14.1016;cal/mol*K;cal/mol*K
Identical DE/EN;09.15.1025;dyn/cm;dyn/cm
Identical DE/EN;09.15.1026;cm³/g;cm³/g
Identical DE/EN;09.15.1027;bar*m/s;bar*m/s
Identical DE/EN;09.15.1029;L/kg*s;L/kg*s
Identical DE/EN;09.15.1032;kg/s*m²;kg/s*m²
Identical DE/EN;09.15.1033;1/mol*s;1/mol*s
Identical DE/EN;09.15.1040;mS/cm;mS/cm
Identical DE/EN;09.15.1041;µS/cm;µS/cm
Identical DE/EN;09.18.1001;Pa*m3/mol;Pa*m3/mol
Identical DE/EN;7088;Adsorption;adsorption
Identical DE/EN;7168;Monomer;monomer
Identical DE/EN;7190;Polymer;polymer
Identical DE/EN;7197;REACH;REACH
Identical DE/EN;7205;Registrant;registrant
Identical DE/EN;7216;Simplified Molecular Input Line Entry System;Simplified Molecular Input Line Entry System
Identical DE/EN;7417;BMD10;BMD10
Identical DE/EN;7418;BMDL10;BMDL10
Identical DE/EN;7432;Chemical Abstracts Service;Chemical Abstracts Service
Identical DE/EN;7474;IR/CSA;IR/CSA
Identical DE/EN;7480;Isomer;isomer
Identical DE/EN;7492;REACH-IT;REACH-IT
Identical DE/EN;7510;Legal Entity Object;Legal Entity Object
Identical DE/EN;7573;Aspiration;aspiration
Identical DE/EN;7584;ErC50;ErC50
Extreme Length Difference;7596;Kennzeichnungsetikett;label
Identical DE/EN;7602;mutagen;mutagen
Identical DE/EN;7603;Mutation;mutation
Identical DE/EN;7629;Symbol;symbol
Identical DE/EN;9793;Nanomaterial;nanomaterial
Identical DE/EN;10018;CTPHT;CTPHT
Identical DE/EN;10040;2-Methoxyethanol;2-methoxyethanol
Identical DE/EN;10041;2-Ethoxyethanol;2-ethoxyethanol
Identical DE/EN;10047;DHNUP;DHNUP
Identical DE/EN;10697;Fact Sheet;fact sheet
Extreme Length Difference;10710;Nutzerhandbuch für die Industrie Teil 1 – Erste Schritte mit REACH-IT;IUM
Identical DE/EN;10723;Forum;Forum
Extreme Length Difference;10746;Einstufung, Kennzeichnung und Verpackung;CLP
Identical DE/EN;10783;Helpdesk;Helpdesk
Extreme Length Difference;10797;β-TGIC;1,3,5-tris[(2S and 2R)-2,3-epoxypropyl]-1,3,5-triazine-2,4,6-(1H,3H,5H)-trione
Identical DE/EN;10799;TEGDME;TEGDME
Identical DE/EN;10804;EGDME;EGDME
Identical DE/EN;10807;4-(1,1,3,3-Tetramethylbutyl)phenol;4-(1,1,3,3-tetramethylbutyl)phenol
Identical DE/EN;10809;Phenolphthalein;phenolphthalein
Identical DE/EN;10823;DEGDME;DEGDME
Identical DE/EN;10870;HelpNet Exchange;HelpNet Exchange
Identical DE/EN;10872;ODYSSEY;Odyssey
Identical DE/EN;10938;DecaBDE;DecaBDE
Identical DE/EN;10939;Cadmium;cadmium
Extreme Length Difference;10942;cis-Cyclohexan-1,2-dicarbonsäureanhydrid;cis-HHPA
Extreme Length Difference;10943;trans-Cyclohexan-1,2-dicarbonsäureanhydrid;trans-HHPA
Extreme Length Difference;10948;DMS;dimethyl sulphate
Identical DE/EN;10949;Dinoseb (6-sec-Butyl-2,4-dinitrophenol);dinoseb (6-sec-butyl-2,4-dinitrophenol)
Identical DE/EN;10953;Furan;furan
Identical DE/EN;10956;MHHPA;MHHPA
Extreme Length Difference;10967;Methoxyessigsäure;MAA
Extreme Length Difference;10974;1-Amino-2-methylbenzol  2-Methylanilin               2-Methylbenzolamin;o-toluidine
Extreme Length Difference;21502;Einrichten von Sperren;bund
Identical DE/EN;21512;H-Code;H-code
Extreme Length Difference;21516;Octanol/Wasser-Verteilungskoeffizient;log Kow
Identical DE/EN;21604;Biomonitoring;biomonitoring
Identical DE/EN;21610;Desorption;desorption
Identical DE/EN;21615;Interpolation;interpolation
Extreme Length Difference;21618;numerische Identifikation;CAS RN
Identical DE/EN;21634;Nanoform;nanoform
Identical DE/EN;21638;ECHA Cloud;ECHA cloud
Identical DE/EN;21639;IUCLID Cloud;IUCLID cloud
Identical DE/EN;21642;IUCLID 6 Desktop;IUCLID 6 desktop
Identical DE/EN;21643;IUCLID 6 Server;IUCLID 6 server
Extreme Length Difference;;1.2. Relevante identifizierte Verwendungen des Stoffs oder Gemischs und Verwendungen, von denen;Skin Sens. 1A /
Extreme Length Difference;;1.3. Einzelheiten zum Lieferanten, der das Sicherheitsdatenblatt bereitstellt:;Skin Corr. 1A /
Extreme Length Difference;;2.1. Einstufung des Stoffs oder Gemischs CLP Nr. 1272/2008.;Expl. 1.1 /
Extreme Length Difference;;2.2. Kennzeichnungselemente CLP Nr. 1272/2008.;STOT SE 1 /
Extreme Length Difference;;9.1. Angaben zu den grundlegenden physikalischen und chemischen Eigenschaften.;STOT RE 2 /
Extreme Length Difference;;1.2. Relevante identifizierte Verwendungen des Stoffs oder Gemischs und Verwendungen, von denen;Skin Sens. 1 /
Extreme Length Difference;;2.1. Einstufung des Stoffs oder Gemischs CLP Nr. 1272/2008.;Eye Irrit. 2 /
Extreme Length Difference;;9.1. Angaben zu den grundlegenden physikalischen und chemischen Eigenschaften.;Skin Irrit. 2 /
Identical DE/EN;;E-Mail:;E-mail:
Identical DE/EN;;Website:;Website:
Extreme Length Difference;;Name;14.2. UN proper shipping name
Extreme Length Difference;P270;Bei der Arbeit nicht essen, trinken oder rauchen;P270
Extreme Length Difference;P223;Kontakt mit Wasser wegen heftiger Reaktion und möglichem Brand verhindern;P223
Extreme Length Difference;H334;Kann bei Einatmen Allergie, asthmaartige Symptome oder Atembeschwerden verursachen;H317
Extreme Length Difference;P411;Bei Temperaturen nicht über ... °C lagern;Storage
Extreme Length Difference;P302;BEI HAUTKONTAKT:;+ IF ON SKIN: Brush off Pyrophoric solids (Section 1 — text in square brackets
Extreme Length Difference;H400;Sehr giftig für Wasserorganismen;H410
Extreme Length Difference;P201;Vor Gebrauch besondere Anweisungen einholen;P201
Extreme Length Difference;P243;Maßnahmen gegen elektrostatische Entladung treffen;P243 P243
Extreme Length Difference;P413;Schüttgut bei mehr als ... kg bei Temperaturen nicht über ... °C lagern;Statement Storage
Extreme Length Difference;P263;Berührung während der Schwangerschaft vermeiden;P263
Extreme Length Difference;H413;Kann für Wasserorganismen schädlich sein, mit langfristiger Wirkung;H413
Identical DE/EN;H271;"GHS03 H271 Skin Corr. 1A; T3";"GHS03 H271 Skin Corr. 1A; T3"
Extreme Length Difference;P202;Vor Gebrauch alle Sicherheitshinweise lesen und verstehen;P202
Extreme Length Difference;H314;Verursacht schwere Verbrennungen der Haut und Augenschäden;Skin Corr. 1A
Extreme Length Difference;P280;Schutzhandschuhe/Schutzkleidung/Augenschutz/Gesichtsschutz tragen;Prevention P280
Extreme Length Difference;P332;Bei Hautreizung:;+ If skin irritation occurs: Get Skin irritation (Section 3.2) 2 — may be omitted when
Extreme Length Difference;P360;Kontaminierte Kleidung und Haut sofort mit viel Wasser abwaschen und dann Kleidung ausziehen;Precautionary
Extreme Length Difference;H410;Sehr giftig für Wasserorganismen, mit langfristiger Wirkung;"STOT RE 1;"
Extreme Length Difference;P241;Explosionsgeschützte elektrische Geräte/Lüftungsanlagen/Beleuchtung verwenden;P241 P241
Extreme Length Difference;P380;+ men. Wegen Explosions­ und Gemische (Abschnitt mern ist zu verwenden,;+ P375[+ Language
Extreme Length Difference;P321;Besondere Behandlung (siehe Hinweise auf diesem Kennzeichnungsetikett);P321 P321 P321
Extreme Length Difference;P304;BEI EINATMEN:;+ IF INHALED: Remove Acute toxicity — inhalation 1, 2, 3, 4
Extreme Length Difference;P310;Sofort GIFTINFORMATIONSZENTRUM/Arzt anrufen;P321
Extreme Length Difference;P340;Betroffene Person an die frische Luft bringen und in einer Position ruhigstellen, die das Atmen erleichtert;Statement
Identical DE/EN;;Propan‑1‑ol;propan‑1‑ol
Identical DE/EN;;Flam. Liq. 2 (H225);Flam. Liq. 2 (H225)
Identical DE/EN;;Eye Dam. 1 (H318);Eye Dam. 1 (H318)
Identical DE/EN;;LD50 oral:;LD50 Oral:
Identical DE/EN;;LD50 dermal:;LD50 Dermal:
Identical DE/EN;;Acute Tox. 4 (H302);Acute Tox. 4 (H302)
Identical DE/EN;;Eye Irrit. 2 (H319);Eye Irrit. 2 (H319)
Identical DE/EN;;Skin Irrit. 2 (H315);Skin Irrit. 2 (H315)
